City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
309,taoudenni,22.6783,-3.9836,29.14,14,19,6.18,ML,1680058790
310,tuatapere,-46.1333,167.6833,12.76,49,11,4.59,NZ,1680058790
311,kitaibaraki,36.7833,140.75,10.71,76,100,3.84,JP,1680058790
312,svetlyy,54.675,20.1347,0.03,51,2,4.51,RU,1680058791
313,maceio,-9.6658,-35.7353,25.69,88,75,2.57,BR,1680058791
314,raudeberg,61.9875,5.1352,-2.25,77,2,3.37,NO,1680058791
315,tura,25.5198,90.2201,24.41,55,82,2.15,IN,1680058792
316,necochea,-38.5473,-58.7368,21.29,77,100,2.69,AR,1680058604
317,viedma,-40.8135,-62.9967,21.98,15,90,12.26,AR,1680058792
318,yangambi,0.8102,24.4336,20.08,98,100,1.29,CD,1680058792
319,maridi,4.9158,29.4742,22.31,69,99,2.35,SS,1680058793
320,bathsheba,13.2167,-59.5167,25.34,69,40,7.72,BB,1680058370
321,baripada,21.935,86.7214,30.15,45,0,0.34,IN,1680058213
322,naples,40.8333,14.25,10.63,64,0,0.51,IT,1680058597
323,san roque,36.2107,-5.3842,15.46,88,100,9.77,ES,1680058794
324,sorong,-0.8833,131.25,27.68,75,53,2.5,ID,1680058794
325,zhigansk,66.7697,123.3711,-19.56,88,93,6.43,RU,1680058794
326,podor,16.6527,-14.9587,25.64,21,2,5.63,MR,1680058795
327,karratha,-20.7377,116.8463,29.18,63,100,1.94,AU,1680058795
328,dunedin,-45.8742,170.5036,10.45,70,45,3.21,NZ,1680058796
329,port lincoln,-34.7333,135.8667,18.78,63,77,4.98,AU,1680058796
330,santiago de chuco,-8.15,-78.1833,11.17,97,100,0.82,PE,1680058797
331,griffith,41.5284,-87.4237,6.05,68,0,3.09,US,1680058719
332,keti bandar,24.1447,67.4497,24.74,75,86,5.78,PK,1680058797
333,luwuk,-0.9516,122.7875,25.46,86,100,1.12,ID,1680058797
334,martinsburg,39.4562,-77.9639,8.75,61,96,1.5,US,1680058542
335,wad madani,14.4012,33.5199,23.87,22,5,4.18,SD,1680058798
336,college,64.8569,-147.8028,-1.34,68,62,0.45,US,1680058798
337,leshukonskoye,64.8989,45.7622,-15.64,100,100,1.52,RU,1680058799
338,roald,62.5833,6.1333,0.42,64,0,3.6,NO,1680058799
339,muros,42.7762,-9.0603,15.05,55,86,5.2,ES,1680058800
340,hudson bay,52.85,-102.3842,-14.3,94,79,2.76,CA,1680058800
341,maningrida,-12.0667,134.2667,31.59,51,100,3.14,AU,1680058801
342,kaitangata,-46.2817,169.8464,11.55,46,83,2.54,NZ,1680058802
343,gimli,50.6336,-96.9907,-14.58,93,67,3.02,CA,1680058803
344,caucaia,-3.7361,-38.6531,25.58,81,20,0.0,BR,1680058804
345,touros,-5.1989,-35.4608,27.71,73,100,6.42,BR,1680058805
346,havelock,34.8791,-76.9013,13.31,76,100,4.26,US,1680058806
347,kuvshinovo,57.0295,34.1725,2.48,92,100,4.44,RU,1680058807
348,tautira,-17.7333,-149.15,27.95,73,71,2.79,PF,1680058807
349,tiarei,-17.5333,-149.3333,31.01,76,99,3.65,PF,1680058808
350,road town,18.4167,-64.6167,24.02,83,40,3.09,VG,1680058409
351,santa cruz,-17.8,-63.1667,22.82,82,82,3.88,BO,1680058809
352,general roca,-39.0333,-67.5833,17.01,29,38,13.09,AR,1680058811
353,san carlos de bariloche,-41.1456,-71.3082,4.86,75,40,1.03,AR,1680058578
354,ossora,59.2353,163.0719,-3.63,69,5,0.96,RU,1680058812
355,vardo,70.3705,31.1107,-4.01,74,100,1.54,NO,1680058813
356,valentin gomez farias,28.2167,-106.5833,13.46,65,12,1.59,MX,1680058814
357,nizhniy baskunchak,48.2198,46.8311,8.63,86,96,4.26,RU,1680058814
358,aquiraz,-3.9014,-38.3911,25.66,84,40,1.59,BR,1680058613
359,constitucion,-35.3333,-72.4167,13.21,79,31,7.91,CL,1680058815
